registro_id,data_coleta,cidade,uf,regiao,latitude,longitude,fonte_dado,tipo_cobertura_solo,cultura,area_monitorada_ha,ndvi_anterior,ndvi_atual,umidade_solo_pct,temperatura_superficie_c,dias_sem_chuva,focos_calor_7d,risco_incendio_pct,classe_risco_incendio,producao_historica_t_ha,densidade_construcoes,expansao_urbana_ha,risco_desmatamento_pct,status_processamento,observacao
ORB-00257,18/08/2025,Barreiras,BA,Nordeste,-12.01,-44.93,sensor_sentinel,agricultura,algodao,635.39,"0,56",0.43,"5,00",35.19,18,0,"86,93",critico,4.29,0.17,0.00,,processado,nuvem na cena
ORB-00258,2025-02-22,Ribeirão Preto,SP,Sudeste,-21.34,-47.79,sensor_sentinel,agricultura,algodao,472.21,0.73,0.82,40.52,32.17,9,2,37.27,medio,4.59,0.09,0.00,0.00,pendente,coordenada imprecisa
ORB-00259,2025-03-14,Goiânia,GO,Centro-Oeste,,-49.08,sensor_sentinel,vegetacao_nativa,nao_aplicavel,317.96,0.86,"0,24",31.78,34.36,,18,87.88,critico,0.00,0.09,0.00,100.00,processado,possivel queimadura
ORB-00260,2025-10-31,Sinop,MT,Centro-Oeste,-11.90,-55.46,sensor_landsat,vegetacao_nativa,nao_aplicavel,101.26,0.87,0.81,11.16,38.29,2,2,"84,22",critico,0.00,0.07,3.86,19.49,processado,
ORB-00261,2025-09-26,Marabá,PA,Norte,-5.31,-49.11,drone_cliente,pastagem,pastagem,153.58,0.49,0.58,85.13,30.68,10,2,43.58,medio,1.38,0.15,0.02,0.00,processado,
ORB-00262,2025-10-11,Uberaba,MG,Sudeste,-19.87,-47.83,sensor_landsat,agricultura,soja,58.92,0.67,0.50,75.52,25.02,10,5,44.19,medio,3.43,"0,18",0.00,22.46,erro_validacao,nuvem na cena
ORB-00263,10-03-2025,Uberlândia,MG,Sudeste,-18.97,-48.40,sensor_landsat,urbano,nao_aplicavel,101.73,0.28,,57.63,29.29,6,11,38.66,medio,0.00,0.74,0.00,32.06,processado,
ORB-00264,2025-09-16,Rio Branco,AC,Norte,-9.99,-67.79,sensor_sentinel,vegetacao_nativa,nao_aplicavel,675.54,0.78,0.38,55.34,33.17,11,8,63.62,alto,0.00,NA,0.00,90.15,processado,possivel queimadura
ORB-00265,2025-07-03,Marabá,PA,Norte,-5.33,-49.03,sensor_landsat,vegetacao_nativa,nao_aplicavel,199.63,0.84,0.34,"73,54",28.13,5,1,27.29,medio,0.00,0.09,0.00,91.99,processado,
ORB-00266,2025-10-01,Porto Velho,RO,Norte,-8.83,-63.93,sensor_landsat,vegetacao nat.,nao_aplicavel,41.18,0.86,0.85,48.77,33.72,1,4,40.91,medio,0.00,0.10,0.00,39.73,pendente,
ORB-00267,05/11/2025,Uberaba,MG,Sudeste,-19.78,-47.91,sensor_sentinel,vegetacao_nativa,nao_aplicavel,135.34,0.74,0.71,28.41,31.95,27,5,100.00,critico,0.00,0.02,0.00,22.91,pendente,
ORB-00268,2025-09-03,Uberaba,MG,Sudeste,-19.79,-48.03,sensor_sentinel,vegetacao nat.,nao_aplicavel,26.17,0.83,0.77,20.15,28.56,3,8,80.28,critico,0.00,0.08,0.00,31.73,processado,
ORB-00269,2025-10-02,Uberlândia,MG,Sudeste,-18.63,-48.31,sensor_sentinel,pastagem,pastagem,165.25,0.49,0.56,34.53,27.36,13,1,72.62,alto,1.21,"0,18",0.00,NA,processado,
ORB-00270,2026-02-07,Barreiras,BA,Nordeste,-12.03,-44.81,sensor_sentinel,vegetacao_nativa,nao_aplicavel,,0.79,0.76,41.85,31.53,1,6,62.15,alto,0.00,0.11,0.00,,processado,
ORB-00271,22/01/2025,Uberlândia,MG,Sudeste,,-48.16,sensor_sentinel,vegetacao_nativa,nao_aplicavel,221.62,0.71,0.51,32.18,27.31,15,0,74.44,alto,0.00,0.05,0.00,57.84,pendete,registro importado manualmente
ORB-00272,2025-09-10,Altamira,PA,Norte,-3.47,,sensor_sentinel,agricultura,cafe,NA,,0.53,35.87,,35,6,99.64,critico,1.57,"0,17",0.00,"0,00",processado,
ORB-00273,2025-10-22,Marabá,PA,Norte,NA,-48.87,sensor_sentinel,vegetacao_nativa,nao_aplicavel,36.02,0.77,"0,52",,33.79,13,3,72.40,alto,0.00,0.11,0.00,"74,13",processado,
ORB-00274,2025-12-30,Sinop,MT,Centro-Oeste,-11.92,,sensor_sentinel,pastagem,pastagem,358.82,0.46,0.43,"38,07",30.81,15,3,53.11,alto,1.27,0.10,0.00,1.32,pendente,coordenada imprecisa
ORB-00275,2025-05-27,Sinop,MT,Centro-Oeste,-11.82,-55.48,Sentinel,vegetacao_nativa,nao_aplicavel,171.07,0.76,0.67,44.31,36.23,10,2,44.57,medio,0.00,0.07,0.00,41.81,pendente,nuvem na cena
ORB-00276,2025-07-26,sinop,MT,Centro-Oeste,-11.93,,sensor_landsat,vegetacao_nativa,nao_aplicavel,104.07,0.69,0.67,30.48,31.50,17,,100.00,critico,0.00,0.09,0.00,23.59,pendente,
ORB-00277,2026-03-11,Ribeirão Preto,SP,Sudeste,-21.45,-48.12,sensor_sentinel,urbano,nao_aplicavel,792.82,0.34,NA,19.40,25.87,15,4,"74,98",alto,0.00,0.65,4.05,14.10,processado,sombra parcial
ORB-00278,2025-04-23,Uberlândia,MG,Sudeste,-18.97,-48.29,sensor_sentinel,vegetacao_nativa,nao_aplicavel,472.72,0.64,0.58,44.22,31.31,12,2,41.45,medio,0.00,0.07,0.00,NA,procesado,
ORB-00279,06-29-2025,Sinop,MT,Centro-Oeste,-11.69,-55.58,sensor_sentinel,urbano,nao_aplicavel,109.46,"0,16",0.12,90.26,38.65,34,3,69.18,alto,0.00,0.59,6.58,"6,14",pendente,possivel queimadura
ORB-00280,02/10/2025,Cuiabá,MT,Centro-Oeste,-15.44,-56.02,sensor_sentinel,vegetacao_nativa,nao_aplicavel,165.28,0.65,"0,59",38.41,30.72,22,11,79.35,critico,0.00,0.07,0.00,26.82,pendente,
ORB-00281,2025-06-18,Marabá,PA,Norte,-5.34,-49.13,sensor_landsat,agricultura,soja,410.72,"0,72",0.51,67.65,33.67,0,5,52.50,alto,4.31,"0,16",0.00,41.24,pendente,possivel queimadura
ORB-00282,2025-07-19,Uberaba,MG,Sudeste,-19.59,-47.96,sensor_sentinel,pastagem,pastagem,133.89,"0,36",0.20,47.40,32.81,24,0,61.99,alto,1.05,NA,0.00,19.60,processado,coordenada imprecisa
ORB-00283,2025-03-21,Ribeirão Preto,SP,Sudeste,-21.32,-47.65,sensor_sentinel,vegetacao_nativa,nao_aplicavel,534.90,0.81,0.48,48.04,28.64,11,8,64.26,alto,0.00,0.01,0.00,69.19,pendente,
ORB-00284,2025-03-17,Altamira,PA,Norte,NA,-52.10,sensor_sentinel,vegetacao_nativa,nao_aplicavel,323.88,0.79,0.31,46.84,32.77,13,1,64.46,alto,0.00,0.03,"0,00",97.02,processado,possivel queimadura
ORB-00285,2026-03-09,Sinop,MT,Centro-Oeste,-11.69,-55.17,sensor_landsat,vegetacao_nativa,nao_aplicavel,60.74,0.84,0.80,5.00,35.91,13,13,100.00,critico,"0,00",0.03,0.00,30.34,processado,
ORB-00286,2025-07-12,Ribeirão Preto,SP,Sudeste,-21.30,"-47,80",sensor_sentinel,pastagem,pastagem,396.57,0.61,0.63,53.76,33.29,11,10,66.98,alto,1.12,0.07,0.00,10.98,erro_validacao,sombra parcial
ORB-00287,2025-11-01,Goiânia,GO,Centro-Oeste,-16.66,-49.35,base_municipal,urbano,nao_aplicavel,23.98,0.25,0.15,17.90,36.51,17,1,"66,39",alto,0.00,0.95,14.90,26.88,pendente,
ORB-00288,2025-02-08,Sorriso,MT,Centro-Oeste,-12.72,-55.71,base_municipal,vegetacao_nativa,nao_aplicavel,33.86,0.81,0.50,39.63,37.10,18,8,80.19,critico,"0,00",0.11,1.69,66.69,processado,
ORB-00289,29/12/2025,Uberaba,MG,Sudeste,-19.62,-47.99,sensor_sentinel,vegetacao_nativa,nao_aplicavel,36.62,0.69,0.62,48.48,27.14,0,2,48.55,medio,0.00,0.12,0.00,,processado,coordenada imprecisa
ORB-00290,2025-06-03,Sinop,MT,Centro-Oeste,-11.87,-55.39,sensor_landsat,urbano,nao_aplicavel,239.74,0.19,0.24,28.90,37.76,11,1,"73,10",alto,0.00,0.77,10.29,0.00,processado,
ORB-00291,2025-02-16,Cuiabá,MT,Centro-Oeste,-15.55,-56.12,sensor_sentinel,vegetacao_nativa,nao_aplicavel,57.01,0.76,0.71,61.63,31.00,14,11,86.07,critico,0.00,0.07,0.00,,processado,
ORB-00292,data_invalida,Uberaba,MG,Sudeste,-19.66,-47.89,sensor_sentinel,vegetacao_nativa,nao_aplicavel,,0.80,0.80,22.72,"27,40",8,0,57.20,alto,0.00,0.10,0.00,23.47,processado,
ORB-00293,2025-10-23,Sorriso,MT,Centro-Oeste,-12.30,-55.38,Sentinel,vegetacao nat.,nao_aplicavel,35.53,0.73,0.30,65.21,36.80,1,9,54.50,alto,0.00,0.10,0.00,"83,83",processado,possivel queimadura
ORB-00294,2026-03-15,Sinop,MT,Centro-Oeste,,-55.62,sensor_sentinel,agricultura,soja,27.61,NA,0.61,58.61,37.63,18,0,64.88,alto,1.59,0.18,0.00,"11,61",processado,sombra parcial
ORB-00295,2025-03-25,Marabá,PA,Norte,-5.20,-49.27,sensor_sentinel,urbano,nao_aplicavel,1.00,0.34,0.29,55.46,"36,91",8,1,52.47,alto,0.00,"0,72",9.28,16.06,processado,registro importado manualmente
ORB-00296,10-24-2025,Uberaba,MG,Sudeste,-19.74,-47.93,sensor_sentinel,agricultura,cafe,4.27,,"0,58",22.41,26.43,13,11,82.64,critico,1.96,0.17,,42.81,processado,registro importado manualmente
ORB-00297,2026-03-09,Marabá,PA,Norte,-5.44,-49.06,sensor_sentinel,vegetacao_nativa,nao_aplicavel,308.73,0.73,0.09,58.09,32.13,15,17,83.30,critico,0.00,0.08,0.00,100.00,procesado,coordenada imprecisa
ORB-00298,2025-05-07,Uberaba,MG,Sudeste,-19.92,-47.92,sensor_landsat,vegetacao_nativa,nao_aplicavel,294.03,0.87,0.81,57.69,"33,70",6,2,39.50,medio,0.00,0.11,0.00,28.80,pendente,
ORB-00299,2025-01-16,Uberlândia,MG,Sudeste,-18.91,-48.25,sensor_sentinel,vegetacao_nativa,nao_aplicavel,"160,83",0.85,0.59,26.87,28.91,21,1,85.37,critico,"0,00",0.01,0.00,70.14,pendente,sombra parcial
ORB-00300,2026-01-10,Goiânia,GO,Centro-Oeste,,-49.60,sensor_sentinel,agricultura,soja,47.28,0.43,0.39,53.42,38.74,21,5,75.87,critico,2.78,"0,15",0.00,,processado,
ORB-00301,2026-01-25,Goiânia,GO,Centro-Oeste,-16.63,-49.18,sensor_sentinel,vegetacao_nativa,nao_aplicavel,82.20,0.84,0.51,,32.24,7,4,79.31,critico,0.00,0.11,"0,00",59.52,reprocessar,
ORB-00302,2025-02-21,Porto Velho,RO,Norte,-9.09,-63.74,sensor_sentinel,agricultura,milho,"426,59",0.81,0.81,26.74,28.37,8,4,47.97,médio,5.14,0.14,0.00,14.19,processado,
ORB-00303,2025-11-25,goiânia,GO,Centro-Oeste,-16.38,-49.37,sensor_sentinel,pastagem,pastagem,101.98,0.43,0.44,50.66,"32,71",25,7,63.97,alto,1.23,0.03,0.00,15.86,processado,
ORB-00304,2025-01-07,Goiânia,GO,Centro-Oeste,NA,-49.40,sensor_sentinel,agricultura,cana,150.32,0.63,0.53,68.01,33.15,22,7,75.60,critico,106.42,"0,18",0.00,17.01,processado,
ORB-00305,2025-07-22,Barreiras,BA,Nordeste,-12.09,-45.12,LANDSAT,agric.,milho,150.26,0.70,0.77,25.18,39.39,9,,76.53,critico,6.77,0.14,0.00,0.00,processado,
ORB-00306,2025-06-18,Marabá,PA,Norte,-5.29,-49.36,LANDSAT,vegetacao_nativa,nao_aplicavel,145.25,0.67,0.61,40.81,33.55,12,4,52.53,alto,,NA,0.00,47.47,pendente,possivel queimadura
ORB-00307,2025-08-09,Sinop,MT,Centro-Oeste,-12.06,-55.63,sensor_sentinel,urbnao,nao_aplicavel,32.60,0.11,0.09,66.36,36.37,17,2,41.44,médio,0.00,,4.36,13.09,procesado,coordenada imprecisa
ORB-00308,2026-03-25,Goiânia,GO,Centro-Oeste,-16.82,-49.37,sensor_landsat,agricultura,cafe,131.70,0.40,0.19,5.93,36.47,7,3,89.87,critico,1.60,0.10,2.41,40.81,reprocessar,
ORB-00309,25/09/2025,Altamira,PA,Norte,"-3,43",-52.08,sensor_sentinel,vegetacao_nativa,nao_aplicavel,663.88,0.62,0.56,60.98,29.07,7,12,51.33,alto,NA,0.05,0.00,"31,34",processado,registro importado manualmente
ORB-00310,10-22-2025,Palmas,TO,Norte,"-10,37",-48.49,drone_cliente,agricultura,soja,199.60,0.37,0.42,NA,34.58,6,1,66.58,alto,"4,17",0.06,0.00,"6,06",erro_validacao,possivel queimadura
ORB-00311,2025-11-07,Uberlândia,MG,Sudeste,-19.11,-48.43,sensor_landsat,agricultura,soja,152.87,0.57,0.44,46.84,28.93,4,11,55.13,alto,3.84,0.16,0.00,11.07,processado,
ORB-00312,2025-10-10,Uberaba,MG,Sudeste,-19.44,-48.14,sensor_landsat,agricultura,soja,171.87,"0,66",0.46,41.53,30.62,9,0,31.52,medio,,NA,0.00,33.97,processado,
ORB-00313,2025-10-28,Palmas,TO,Norte,-10.15,-48.38,drone_cliente,vegetacao_nativa,nao_aplicavel,199.39,0.85,0.66,86.39,32.71,0,13,68.85,alto,0.00,0.01,0.00,62.77,processado,
ORB-00314,2026-02-02,Altamira,PA,Norte,-3.09,-52.33,sensor_landsat,vegetacao_nativa,nao_aplicavel,86.24,0.72,0.66,73.23,30.78,7,10,69.33,alto,0.00,0.10,0.00,45.72,pendete,
ORB-00315,2026-03-10,Uberlândia,MG,Sudeste,-19.02,-48.18,sensor_sentinel,vegetacao_nativa,nao_aplicavel,530.68,"0,72",0.49,38.54,27.04,7,19,77.23,critico,0.00,,0.00,60.41,pendente,
ORB-00316,04/05/2025,Petrolina,PE,Nordeste,"-9,29",-40.67,base_municipal,vegetacao_nativa,nao_aplicavel,1.00,0.87,0.48,52.77,,5,0,58.60,alto,0.00,0.09,0.00,81.32,pendente,
ORB-00317,2025-05-11,Goiânia,GO,Centro-Oeste,-16.40,-49.16,sensor_landsat,vegetacao_nativa,nao_aplicavel,761.02,0.82,0.31,57.64,32.36,28,8,78.43,critico,0.00,0.02,0.00,100.00,erro_validacao,possivel queimadura
ORB-00318,2025-05-06,Barreiras,BA,Nordeste,-12.30,-45.00,sensor_landsat,vegetacao_nativa,nao_aplicavel,438.48,0.78,0.69,50.04,35.10,30,3,74.10,alto,0.00,"0,02",4.26,33.22,processado,possivel queimadura
ORB-00319,2025-06-05,Uberlândia,MG,Sudeste,-19.03,-48.23,sensor_sentinel,agricultura,soja,116.72,0.39,0.46,34.03,27.30,16,0,45.78,medio,3.37,0.11,"0,00",0.00,processado,
ORB-00320,2025-05-08,Sinop,MT,Centro-Oeste,-12.01,-55.56,sensor_sentinel,agricultura,soja,319.42,0.49,0.43,"68,23",38.93,16,2,51.57,alto,4.43,0.14,0.00,"6,02",processado,
ORB-00321,2025-08-15,Uberaba,MG,Sudeste,-19.76,-47.98,sensor_landsat,agricultura,soja,48.12,0.74,0.49,21.64,25.86,7,2,59.90,alto,4.01,0.07,0.00,48.59,pendente,
ORB-00322,2025-02-01,Ribeirão Preto,SP,Sudeste,"-21,05",-48.08,sensor_landsat,urbano,nao_aplicavel,173.48,0.15,0.09,35.88,33.75,14,2,58.65,alto,0.00,0.93,"17,91",23.44,processado,registro importado manualmente
ORB-00323,05-29-2025,Uberaba,MG,Sudeste,-19.83,-47.93,sensor_sentinel,vegetacao_nativa,nao_aplicavel,594.19,0.70,0.34,58.00,26.04,0,0,36.90,medio,0.00,0.04,0.00,92.36,processado,
ORB-00324,2025-08-10,Palmas,TO,Norte,-9.97,-48.61,sensor_landsat,agricultura,soja,196.61,0.69,0.47,39.34,,3,3,46.06,médio,3.95,NA,0.00,50.75,pendente,
ORB-00325,2025-01-20,Altamira,PA,Norte,-3.21,-52.20,sensor_sentinel,vegetacao_nativa,nao_aplicavel,199.12,0.73,0.30,63.51,33.94,13,1,56.97,alto,0.00,0.11,0.00,83.08,processado,nuvem na cena
ORB-00326,2025-08-26,Rio Branco,AC,Norte,-10.09,-67.79,sensor_sentinel,urbano,nao_aplicavel,272.61,0.17,"0,21",64.84,,13,2,46.46,medio,0.00,0.56,7.48,"2,10",reprocessar,sombra parcial
ORB-00327,2025-09-30,Cuiabá,MT,Centro-Oeste,,-56.25,sensor_landsat,vegetacao_nativa,nao_aplicavel,43.75,0.79,0.79,50.87,31.98,18,6,71.76,alto,0.00,0.04,0.00,"15,86",pendente,
ORB-00328,2025-04-24,Porto Velho,RO,Norte,-8.84,-63.60,base munic.,agricultura,milho,141.69,0.56,0.35,"62,83",30.66,14,0,37.75,medio,4.46,NA,0.00,NA,processado,registro importado manualmente
ORB-00329,2025-09-13,Altamira,PA,Norte,-3.08,-51.95,drone_cliente,vegetacao_nativa,nao_aplicavel,535.79,"0,68",0.16,70.12,,17,3,72.62,alto,0.00,0.04,0.00,100.00,processado,
ORB-00330,2025-10-02,Ribeirão Preto,SP,Sudeste,-21.14,"-47,93",base_municipal,vegetacao_nativa,nao_aplicavel,51.49,0.86,0.84,44.56,31.77,0,8,57.53,alto,0.00,0.08,0.00,15.87,pendente,nuvem na cena
ORB-00331,2025-04-21,Marabá,PA,Norte,-5.50,-49.14,sensor_landsat,vegetacao_nativa,nao_aplicavel,266.46,"0,62",0.58,48.24,32.80,7,6,67.37,alto,0.00,0.09,"0,00",39.18,processado,
ORB-00332,2026-02-23,Marabá,PA,Norte,"-5,38",-48.93,drone_cliente,agricultura,soja,76.02,0.54,0.39,64.67,,26,2,"50,85",alto,4.10,0.18,0.00,,processado,
ORB-00333,2025-04-20,Uberaba,MG,Sudeste,-19.86,"-48,16",sensor_sentinel,vegetacao_nativa,nao_aplicavel,106.94,0.85,0.78,22.47,25.44,23,3,92.99,critico,0.00,0.02,0.00,42.79,processado,coordenada imprecisa
ORB-00334,12-04-2025,Marabá,PA,Norte,-5.40,-49.13,sensor_sentinel,vegetacao_nativa,nao_aplicavel,NA,0.70,0.70,50.21,30.30,7,3,46.91,medio,0.00,0.04,0.00,14.92,processado,
ORB-00335,2025-04-10,Altamira,PA,Norte,-3.18,-52.13,sensor_landsat,vegetacao_nativa,nao_aplicavel,386.34,0.75,0.48,53.32,29.09,10,5,"59,25",alto,0.00,0.02,0.51,77.24,processado,
ORB-00336,2025-07-25,Uberaba,MG,Sudeste,-19.68,-48.01,sensor_sentinel,agricultura,soja,119.48,0.36,0.41,38.22,29.30,12,,46.74,medio,2.10,0.19,1.32,2.00,processado,
ORB-00337,2025-12-23,Ribeirão Preto,SP,Sudeste,-21.09,-47.76,sensor_landsat,urbano,nao_aplicavel,232.03,0.26,0.17,50.97,28.52,12,5,57.17,alto,"0,00",0.79,10.63,"14,09",pendente,nuvem na cena
ORB-00338,2025-04-19,Altamira,PA,Norte,-3.30,-52.30,sensor_sentinel,agricultura,milho,8.14,0.51,0.69,46.73,34.85,6,4,38.16,medio,"6,66",0.10,0.00,0.00,procesado,nuvem na cena
ORB-00339,2025-11-05,Cuiabá,MT,Centro-Oeste,"-15,58",-56.04,sensor_sentinel,agricultura,soja,142.44,0.80,0.90,51.70,32.92,36,3,"88,19",critico,NA,0.12,0.00,0.00,procesado,coordenada imprecisa
ORB-00340,,Petrolina,PE,Nordeste,"-9,34",-40.40,sensor_sentinel,agricultura,soja,43.97,0.40,0.52,49.00,34.06,30,1,70.72,alto,3.47,0.16,0.00,0.00,processado,
ORB-00341,2025-07-06,Cuiabá,MT,Centro-Oeste,-15.71,-55.82,sensor_landsat,vegetacao nat.,nao_aplicavel,6.54,0.81,0.61,"51,88",32.06,14,,69.45,alto,0.00,0.12,0.00,65.58,processado,
ORB-00342,2026-02-27,Barreiras,BA,Nordeste,-12.22,-44.87,sensor_landsat,vegetacao_nativa,nao_aplicavel,325.04,0.66,0.42,29.13,37.20,12,1,77.69,critico,0.00,"0,03",0.00,74.45,processado,
ORB-00343,2025-09-27,Sinop,mt,Centro-Oeste,-11.75,-55.53,sensor_sentinel,agricultura,milho,42.00,0.40,0.35,37.99,32.23,22,7,84.29,critico,3.74,0.11,0.00,18.15,processado,
ORB-00344,data_invalida,Cuiabá,MT,Centro-Oeste,-15.85,-56.00,drone_cliente,agricultura,cana,19.56,0.46,0.32,52.97,31.19,12,1,34.22,medio,88.32,0.10,0.00,,processado,
ORB-00345,2025-06-11,Uberlândia,MG,Sudeste,-18.93,-48.32,drone_cliente,vegetacao_nativa,nao_aplicavel,223.51,0.84,0.42,"37,22",25.51,12,6,53.67,alto,0.00,0.07,4.64,76.96,processado,
ORB-00346,2025-01-05,Ribeirão Preto,SP,Sudeste,-21.25,-47.79,sensor_landsat,agricultura,soja,277.92,0.79,0.75,74.95,27.21,8,5,45.46,medio,3.47,0.12,0.00,5.80,reprocessar,
ORB-00347,2025-02-26,Uberaba,MG,Sudeste,-19.75,-47.96,sensor_sentinel,vegetacao_nativa,nao_aplicavel,"286,04",0.84,0.79,42.75,"31,56",22,5,86.62,critico,0.00,0.10,0.00,"37,89",reprocessar,
ORB-00348,2026-02-09,Goiânia,GO,Centro-Oeste,-16.77,-49.44,sensor_sentinel,vegetacao_nativa,nao_aplicavel,89.64,0.72,0.62,NA,31.53,17,1,63.29,alto,0.00,0.12,0.00,40.14,processado,coordenada imprecisa
ORB-00349,2025-03-03,Sinop,MT,Centro-Oeste,-11.97,-55.42,base_municipal,vegetacao_nativa,nao_aplicavel,55.17,0.84,0.77,61.43,34.77,13,1,60.34,alto,0.00,0.05,0.00,21.05,processado,coordenada imprecisa
ORB-00350,data_invalida,Porto Velho,RO,Norte,-8.61,-64.04,sensor_sentinel,urbano,nao_aplicavel,11.92,0.15,0.08,72.45,"35,30",17,1,56.07,alto,0.00,NA,5.63,11.23,erro_validacao,
ORB-00351,2026-03-05,Uberaba,MG,Sudeste,-19.64,-48.11,sensor_landsat,agric.,soja,6.89,0.69,0.63,48.32,27.78,28,0,"65,93",alto,3.52,0.16,"0,00",8.22,processado,nuvem na cena
ORB-00352,2025-04-07,Cuiabá,MT,Centro-Oeste,-15.53,-55.89,sensor_landsat,agricultura,soja,104.65,0.60,0.39,49.38,,7,3,50.11,alto,3.72,0.14,0.00,39.75,processado,
ORB-00353,2025-12-08,Rio Branco,AC,Norte,,-68.04,sensor_landsat,agricultura,cafe,73.74,0.57,0.46,47.64,30.33,18,0,34.12,medio,2.09,,0.00,24.09,processado,
ORB-00354,2025-04-02,Ribeirão Preto,SP,Sudeste,-21.01,-47.86,sensor_landsat,pastagem,nao_aplicavel,32.09,0.50,0.37,50.91,32.95,9,5,42.50,medio,0.00,0.17,0.00,20.35,erro_validacao,coordenada imprecisa
ORB-00355,2025-04-30,Altamira,PA,Norte,-3.39,-52.01,sensor_landsat,urbano,nao_aplicavel,200.35,0.21,0.20,68.65,34.83,11,1,35.20,medio,0.00,0.85,6.69,20.78,processado,
ORB-00356,2026-01-03,Barreiras,BA,Nordeste,-12.16,-45.00,sensor_sentinel,agricultura,soja,214.02,0.47,0.29,57.05,,7,0,,medio,3.49,0.06,"0,00",28.33,processado,
ORB-00357,2026-03-03,ALTAMIRA,PA,Norte,"-2,94",-52.43,sensor_landsat,vegetacao_nativa,nao_aplicavel,NA,0.85,0.34,80.96,"31,62",16,6,78.35,critico,0.00,0.06,0.00,100.00,pendente,
ORB-00358,2025-07-07,Uberlândia,MG,Sudeste,-19.04,-48.55,sensor_sentinel,pastagem,nao_aplicavel,79.24,0.36,"0,36",26.64,32.05,10,1,55.97,alto,0.00,0.07,0.00,17.07,re-processar,
ORB-00359,2025-06-01,Altamira,PA,Norte,-3.07,"-52,08",sensor_sentinel,vegetacao_nativa,nao_aplicavel,NA,0.69,0.11,64.41,29.56,7,5,53.88,alto,0.00,0.02,0.00,100.00,erro_validacao,
ORB-00360,25/07/2025,Palmas,TO,Norte,-10.31,"-48,20",sensor_sentinel,pastagem,pastagem,220.42,0.64,0.53,"91,78",33.54,12,16,84.88,critico,1.43,0.11,0.00,12.32,erro_validacao,
ORB-00361,2025-07-20,Uberlândia,MG,Sudeste,-19.27,-48.37,sensor_landsat,vegetacao_nativa,nao_aplicavel,787.03,0.63,"0,55",55.35,28.23,6,2,NA,alto,0.00,0.09,,42.65,procesado,registro importado manualmente
ORB-00362,2025-02-17,Marabá,PA,Norte,-5.18,-49.11,sensor_sentinel,urbano,nao_aplicavel,127.76,0.29,0.31,75.31,33.04,21,1,58.36,alto,0.00,0.65,5.02,10.09,processado,registro importado manualmente
ORB-00363,02-02-2025,Cuiabá,MT,Centro-Oeste,-15.44,-56.26,sensor_sentinel,pastagem,pastagem,134.49,0.50,0.54,45.02,"34,27",23,4,85.63,critico,0.93,0.12,0.00,0.00,reprocessar,nuvem na cena
ORB-00364,2025-09-06,Goiânia,go,Centro-Oeste,-16.69,-49.30,sensor_sentinel,vegetacao_nativa,nao_aplicavel,468.57,0.78,0.21,39.43,37.24,34,2,80.68,crítico,0.00,0.05,0.00,100.00,reprocessar,
ORB-00365,2025-10-21,Porto Velho,RO,Norte,-8.91,-64.02,sensor_sentinel,vegetacao_nativa,nao_aplicavel,133.97,0.69,"0,59",,30.60,2,3,70.40,alto,0.00,0.07,,49.04,processado,nuvem na cena
ORB-00366,2025-07-07,Uberaba,MG,Sudeste,-19.43,-47.79,sensor_sentinel,vegetacao_nativa,nao_aplicavel,260.69,0.65,,48.62,30.98,26,4,71.85,alto,0.00,0.04,0.00,100.00,processado,
ORB-00367,2025-03-04,Goiânia,GO,Centro-Oeste,"-16,97",-49.34,sensor_landsat,agricultura,algodao,"73,31",0.65,0.44,62.90,36.57,5,5,56.86,alto,3.90,0.07,3.18,42.11,processado,
ORB-00368,2025-12-22,Ribeirão Preto,SP,Sudeste,-21.05,-47.89,sensor_landsat,vegetacao_nativa,nao_aplicavel,128.20,0.65,0.63,19.69,29.21,13,4,96.02,critico,0.00,0.03,0.00,19.71,processado,
ORB-00369,13/02/2025,Sorriso,MT,Centro-Oeste,-12.42,-55.61,sensor_landsat,pastagem,pastagem,241.08,0.57,0.43,30.49,38.67,13,10,80.69,crítico,,0.10,0.00,,processado,
ORB-00370,2026-02-28,Cuiabá,MT,Centro-Oeste,-15.65,-55.74,sensor_sentinel,vegetacao_nativa,nao_aplicavel,369.95,"0,74",0.73,,34.35,7,0,46.93,medio,0.00,0.05,0.00,"13,42",processado,nuvem na cena
ORB-00371,2026-03-06,Ribeirão Preto,SP,Sudeste,-21.01,-47.59,sensor_landsat,vegetacao_nativa,nao_aplicavel,,"0,66",0.48,62.79,33.36,12,,64.21,alto,0.00,0.08,0.00,53.20,processado,sombra parcial
ORB-00372,2025-08-21,Marabá,PA,Norte,-5.41,-48.99,drone_cliente,vegetacao_nativa,nao_aplicavel,407.04,0.83,,50.61,32.03,8,7,57.36,alto,0.00,0.05,0.00,47.38,pendente,nuvem na cena
ORB-00373,2025-09-28,Uberaba,MG,Sudeste,-19.75,-47.80,sensor_sentinel,agricultura,soja,206.51,0.56,"0,44",22.49,31.69,14,2,"79,43",critico,3.44,0.14,"0,00",13.35,procesado,possivel queimadura
ORB-00374,2025-07-24,Ribeirão Preto,SP,Sudeste,-21.27,-47.74,Sentinel,urbano,nao_aplicavel,65.82,0.11,0.04,16.95,30.55,16,1,"84,37",critico,0.00,"0,91",5.36,26.00,erro_validacao,sombra parcial
